Component_ID,Lot_ID,Component_Type,Temperature_C,Iddq_0h_uA,Iddq_24h_uA,Iddq_96h_uA,Iddq_168h_uA,Leakage_0h_uA,Leakage_24h_uA,Leakage_96h_uA,Leakage_168h_uA,Delay_0h_ns,Delay_24h_ns,Delay_96h_ns,Delay_168h_ns,Iddq_Max_Limit_uA,Leakage_Max_Limit_uA,Delay_Max_Limit_ns
IC01317,LOT17,MIXED_SIGNAL_IC,127.08,10.237,10.63,11.004,53.734,5.299,5.521,5.849,55.909,9.694,9.852,9.968,46.074,50.0,50.0,30.0
IC00557,LOT17,MIXED_SIGNAL_IC,122.16,8.762,11.969,20.635,28.885,5.12,6.353,12.116,18.908,9.858,10.441,13.434,17.402,50.0,50.0,30.0
IC01635,LOT15,SRAM,124.06,9.949,10.36,10.316,10.865,4.92,5.023,5.299,5.397,9.594,9.613,9.671,9.72,50.0,50.0,30.0
IC01677,LOT17,CMOS_LOGIC,127.47,10.337,10.703,10.963,11.112,5.188,5.322,5.341,5.503,9.931,10.037,10.12,10.166,50.0,50.0,30.0
IC01510,LOT10,MIXED_SIGNAL_IC,127.52,10.715,11.1,11.433,11.657,5.157,5.276,5.445,5.679,10.0,9.974,10.047,10.236,50.0,50.0,30.0
IC01265,LOT05,MICROCONTROLLER,126.31,9.818,13.592,19.515,31.045,5.041,6.631,10.047,18.864,9.782,10.399,12.054,16.012,50.0,50.0,30.0
IC00010,LOT10,MIXED_SIGNAL_IC,125.02,10.164,10.353,10.789,10.995,4.892,5.023,5.28,5.432,10.505,10.564,10.696,10.716,50.0,50.0,30.0
IC01139,LOT19,MIXED_SIGNAL_IC,125.74,10.364,10.834,10.891,11.283,4.968,5.216,5.431,5.736,10.315,10.374,10.494,10.613,50.0,50.0,30.0
IC01296,LOT16,MIXED_SIGNAL_IC,122.4,9.74,10.094,10.55,10.489,4.812,5.004,5.193,5.375,8.748,8.83,8.979,9.118,50.0,50.0,30.0
IC00302,LOT02,CMOS_LOGIC,120.7,9.728,9.997,10.228,10.58,5.288,5.489,5.699,5.923,10.323,10.374,10.44,10.458,50.0,50.0,30.0
IC01177,LOT17,SRAM,125.69,9.867,9.877,10.173,10.525,4.875,5.178,5.378,5.645,9.897,9.963,10.06,10.098,50.0,50.0,30.0
IC01659,LOT19,SRAM,124.1,9.844,10.068,10.424,10.687,4.984,5.132,5.375,5.7,9.624,9.652,9.677,9.727,50.0,50.0,30.0
IC01624,LOT04,CMOS_LOGIC,127.15,10.718,11.255,11.306,11.455,4.862,4.984,5.167,5.346,9.968,9.972,10.112,10.226,50.0,50.0,30.0
IC00051,LOT11,MICROCONTROLLER,124.38,9.496,9.911,10.188,10.578,4.713,4.923,5.087,5.311,9.651,9.697,9.758,9.909,50.0,50.0,30.0
IC01329,LOT09,CMOS_LOGIC,124.71,10.618,13.716,21.066,32.244,4.766,6.384,9.554,17.687,10.027,11.18,14.104,17.596,50.0,50.0,30.0
IC01456,LOT16,MIXED_SIGNAL_IC,129.03,9.419,9.746,9.991,10.323,4.642,4.684,4.867,5.183,9.52,9.553,9.598,9.746,50.0,50.0,30.0
IC01999,LOT19,MICROCONTROLLER,124.85,9.461,9.755,9.932,10.227,4.529,4.649,4.837,5.116,10.82,10.853,10.938,11.155,50.0,50.0,30.0
IC00669,LOT09,CMOS_LOGIC,128.09,10.934,11.064,11.379,11.781,5.223,5.527,5.683,5.934,10.571,10.624,10.732,10.876,50.0,50.0,30.0
IC01848,LOT08,SRAM,124.21,9.672,9.935,10.403,10.755,4.932,5.114,5.238,5.458,10.851,10.872,10.909,11.042,50.0,50.0,30.0
IC01869,LOT09,MIXED_SIGNAL_IC,122.73,10.167,10.406,11.047,11.372,5.097,5.271,5.337,5.568,9.415,9.451,9.501,9.63,50.0,50.0,30.0
IC01312,LOT12,CMOS_LOGIC,126.05,11.303,11.735,12.089,12.45,4.909,5.06,5.253,5.546,10.257,10.314,10.446,10.512,50.0,50.0,30.0
IC00228,LOT08,CMOS_LOGIC,125.22,10.223,10.63,10.988,11.507,5.65,5.775,6.025,6.458,10.151,10.177,10.195,10.201,50.0,50.0,30.0
IC00125,LOT05,SRAM,123.7,9.761,10.164,10.317,10.531,4.539,4.793,4.987,5.196,10.013,10.064,10.123,10.235,50.0,50.0,30.0
IC01410,LOT10,MIXED_SIGNAL_IC,126.35,11.132,11.233,11.393,11.513,5.074,5.128,5.335,5.63,10.552,10.58,10.602,10.639,50.0,50.0,30.0
IC00035,LOT15,CMOS_LOGIC,124.56,9.55,9.858,10.201,10.407,4.746,5.002,5.22,5.502,9.739,9.758,9.857,9.989,50.0,50.0,30.0
IC00544,LOT04,SRAM,124.9,10.335,13.219,18.505,28.454,5.12,7.232,11.585,18.236,9.853,10.77,13.54,15.659,50.0,50.0,30.0
IC00901,LOT01,MIXED_SIGNAL_IC,126.02,9.777,10.227,10.357,10.711,4.925,5.023,5.166,5.499,10.289,10.331,10.436,10.563,50.0,50.0,30.0
IC00459,LOT19,CMOS_LOGIC,124.92,9.837,10.14,10.328,10.84,5.12,5.386,5.688,5.928,9.715,9.749,9.798,9.975,50.0,50.0,30.0
IC01852,LOT12,CMOS_LOGIC,125.78,11.551,11.913,12.246,12.664,5.8,6.028,6.212,6.567,11.009,11.073,11.179,11.348,50.0,50.0,30.0
IC00705,LOT05,SRAM,122.54,9.706,9.757,9.972,10.334,4.745,4.85,4.97,5.21,9.205,9.268,9.268,9.436,50.0,50.0,30.0
IC00378,LOT18,SRAM,128.27,10.45,10.62,10.904,11.367,4.557,4.756,5.042,5.381,10.412,10.441,10.545,10.559,50.0,50.0,30.0
IC01845,LOT05,SRAM,125.81,10.189,10.714,10.772,10.893,4.476,4.5,4.634,4.804,9.891,9.928,9.957,10.092,50.0,50.0,30.0
IC00260,LOT20,MICROCONTROLLER,128.8,9.394,9.594,9.768,10.081,4.783,4.938,5.232,5.426,9.326,9.315,9.349,9.448,50.0,50.0,30.0
IC00067,LOT07,MICROCONTROLLER,127.27,9.185,9.64,9.903,10.303,4.848,4.968,5.117,5.426,9.362,9.429,9.519,9.601,50.0,50.0,30.0
IC01861,LOT01,CMOS_LOGIC,125.72,10.097,10.37,10.666,10.957,5.113,5.201,5.415,5.66,10.199,10.246,10.366,10.46,50.0,50.0,30.0
IC00578,LOT18,SRAM,125.61,10.313,12.495,20.211,31.836,5.352,7.8,11.711,16.803,10.217,11.099,13.572,17.548,50.0,50.0,30.0
IC01506,LOT06,MICROCONTROLLER,127.15,8.685,8.934,9.055,9.586,4.602,4.8,5.085,5.237,9.443,9.501,9.601,9.715,50.0,50.0,30.0
IC01825,LOT05,MICROCONTROLLER,123.23,9.101,9.451,9.552,9.828,4.657,4.782,5.033,5.289,9.333,9.366,9.494,9.568,50.0,50.0,30.0
IC00603,LOT03,MICROCONTROLLER,126.36,10.281,10.372,10.66,11.051,4.898,5.08,5.349,5.674,10.566,10.69,10.774,10.967,50.0,50.0,30.0
IC01633,LOT13,MICROCONTROLLER,125.31,10.792,11.032,11.158,11.682,5.416,5.604,5.828,6.119,10.664,10.758,10.819,10.913,50.0,50.0,30.0
IC00897,LOT17,MICROCONTROLLER,122.1,9.103,9.332,9.531,9.791,5.089,5.225,5.409,5.588,9.463,9.486,9.543,9.727,50.0,50.0,30.0
IC01601,LOT01,MIXED_SIGNAL_IC,126.65,9.076,9.208,9.317,9.715,5.103,5.28,5.496,5.726,10.551,10.607,10.586,10.626,50.0,50.0,30.0
IC01938,LOT18,SRAM,124.79,8.697,12.005,18.908,30.625,5.695,6.74,11.814,19.598,9.918,11.007,13.425,17.625,50.0,50.0,30.0
IC00947,LOT07,MIXED_SIGNAL_IC,127.51,9.186,9.333,9.587,9.968,4.928,5.108,5.355,5.779,9.453,9.513,9.625,9.604,50.0,50.0,30.0
IC00751,LOT11,SRAM,125.0,9.919,10.334,10.647,10.973,4.513,4.584,4.702,4.829,8.862,8.93,9.05,9.174,50.0,50.0,30.0
IC00295,LOT15,MIXED_SIGNAL_IC,126.3,8.974,9.521,9.84,10.217,4.879,4.935,5.057,5.304,9.762,9.779,9.82,9.875,50.0,50.0,30.0
IC01790,LOT10,MIXED_SIGNAL_IC,126.08,10.151,10.538,10.969,11.27,5.464,5.624,5.685,5.862,10.707,10.778,10.892,10.928,50.0,50.0,30.0
IC00411,LOT11,CMOS_LOGIC,124.44,9.042,9.459,9.974,56.82,4.64,4.889,5.195,51.606,9.632,9.759,10.047,48.437,50.0,50.0,30.0
IC00688,LOT08,MICROCONTROLLER,127.05,10.362,10.732,10.821,11.152,4.849,5.0,5.168,5.186,11.047,11.071,11.163,11.236,50.0,50.0,30.0
IC00970,LOT10,SRAM,125.24,11.008,11.417,11.762,12.146,5.641,5.861,6.029,6.17,10.831,10.884,10.931,10.978,50.0,50.0,30.0
IC01712,LOT12,MICROCONTROLLER,126.71,11.151,11.516,11.685,11.899,5.469,5.705,6.035,6.211,10.903,10.926,11.052,11.179,50.0,50.0,30.0
IC00474,LOT14,CMOS_LOGIC,127.04,9.617,12.694,19.512,28.558,4.953,5.959,9.804,17.353,9.663,10.429,12.436,16.888,50.0,50.0,30.0
IC01549,LOT09,CMOS_LOGIC,126.08,10.307,10.603,11.111,11.581,4.727,4.891,5.084,5.171,10.501,10.585,10.662,10.739,50.0,50.0,30.0
IC01487,LOT07,SRAM,123.46,8.766,8.887,9.087,9.558,4.513,4.648,4.89,5.134,9.153,9.207,9.283,9.42,50.0,50.0,30.0
IC00104,LOT04,MIXED_SIGNAL_IC,124.53,10.044,10.414,10.865,11.212,4.854,4.932,5.163,5.509,9.933,9.959,10.033,10.134,50.0,50.0,30.0
IC01089,LOT09,MIXED_SIGNAL_IC,125.32,10.373,10.593,10.753,10.936,4.74,4.93,5.012,5.135,10.373,10.399,10.457,10.588,50.0,50.0,30.0
IC00981,LOT01,MICROCONTROLLER,122.52,9.562,9.858,10.265,10.404,4.604,4.777,5.021,5.275,9.807,9.777,9.873,9.937,50.0,50.0,30.0
IC00161,LOT01,MIXED_SIGNAL_IC,126.8,10.2,10.428,10.672,11.016,4.95,5.09,5.356,5.43,10.322,10.469,10.584,10.675,50.0,50.0,30.0
IC01600,LOT20,MICROCONTROLLER,125.96,9.736,10.185,10.483,10.838,4.282,4.488,4.721,4.982,9.311,9.405,9.47,9.569,50.0,50.0,30.0
IC00859,LOT19,MICROCONTROLLER,121.58,9.101,9.586,10.342,53.084,4.851,4.964,5.217,57.379,9.815,9.839,10.151,40.911,50.0,50.0,30.0
IC00471,LOT11,CMOS_LOGIC,122.62,9.255,9.538,9.681,10.173,4.714,4.86,5.028,5.359,9.268,9.315,9.434,9.514,50.0,50.0,30.0
IC00795,LOT15,SRAM,122.64,8.851,8.805,9.021,9.121,4.67,4.818,4.913,5.173,9.713,9.828,9.869,9.927,50.0,50.0,30.0
IC00163,LOT03,SRAM,126.16,10.75,11.067,11.162,11.246,5.014,5.172,5.25,5.562,9.992,9.986,9.977,10.062,50.0,50.0,30.0
IC00726,LOT06,SRAM,124.29,9.433,9.437,9.608,10.046,4.847,5.016,5.13,5.479,9.598,9.687,9.755,9.899,50.0,50.0,30.0
IC00497,LOT17,SRAM,117.61,9.432,9.622,9.822,10.313,4.69,4.859,4.995,5.188,9.925,9.927,10.01,10.161,50.0,50.0,30.0
IC01179,LOT19,CMOS_LOGIC,123.34,10.613,10.836,11.285,11.562,5.03,5.153,5.407,5.771,10.405,10.477,10.501,10.618,50.0,50.0,30.0
IC01346,LOT06,SRAM,122.49,9.027,9.323,9.563,9.638,4.619,4.86,4.991,5.165,9.191,9.228,9.304,9.477,50.0,50.0,30.0
IC00241,LOT01,SRAM,125.0,9.481,9.962,10.39,10.418,4.866,4.96,5.001,5.155,10.163,10.187,10.283,10.357,50.0,50.0,30.0
IC00294,LOT14,MICROCONTROLLER,127.04,9.951,13.428,18.683,28.619,4.952,6.376,10.442,20.356,9.419,10.369,12.861,17.302,50.0,50.0,30.0
IC00050,LOT10,MIXED_SIGNAL_IC,125.2,10.28,10.552,10.757,11.142,4.855,5.031,5.206,5.549,10.599,10.606,10.711,10.84,50.0,50.0,30.0
IC01358,LOT18,MICROCONTROLLER,126.03,9.333,9.729,10.001,10.12,5.18,5.315,5.491,5.651,10.549,10.539,10.639,10.755,50.0,50.0,30.0
IC01172,LOT12,MICROCONTROLLER,123.87,11.006,11.251,11.514,11.851,5.155,5.163,5.435,5.677,10.387,10.393,10.511,10.505,50.0,50.0,30.0
IC01460,LOT20,MICROCONTROLLER,122.73,9.205,9.589,9.901,10.175,5.069,5.277,5.443,5.679,9.595,9.616,9.752,9.847,50.0,50.0,30.0
IC00759,LOT19,MICROCONTROLLER,127.71,9.717,10.236,10.264,10.592,5.042,5.169,5.374,5.633,10.134,10.176,10.211,10.245,50.0,50.0,30.0
IC01449,LOT09,SRAM,128.2,9.991,10.495,10.808,11.174,5.084,5.274,5.668,5.91,9.782,9.89,9.936,10.076,50.0,50.0,30.0
IC01827,LOT07,SRAM,128.71,9.554,10.087,10.285,10.682,4.432,4.497,4.673,4.899,9.621,9.685,9.759,9.916,50.0,50.0,30.0
IC00564,LOT04,MIXED_SIGNAL_IC,123.87,10.503,10.89,11.323,11.852,5.261,5.583,5.719,6.195,9.703,9.739,9.795,9.911,50.0,50.0,30.0
IC00820,LOT20,MICROCONTROLLER,122.83,9.382,12.066,18.407,31.335,5.132,6.915,10.407,16.506,9.975,10.812,12.089,15.245,50.0,50.0,30.0
IC01229,LOT09,CMOS_LOGIC,129.86,10.25,10.426,10.493,10.723,5.344,5.557,5.813,6.022,9.667,9.758,9.864,10.028,50.0,50.0,30.0
IC01422,LOT02,SRAM,124.18,10.525,10.706,10.866,11.277,4.8,4.922,5.115,5.425,10.945,10.967,10.996,11.119,50.0,50.0,30.0
IC01035,LOT15,MICROCONTROLLER,127.37,9.586,9.8,10.023,10.327,4.718,4.906,5.059,5.309,9.676,9.655,9.755,9.844,50.0,50.0,30.0
IC00542,LOT02,MIXED_SIGNAL_IC,122.58,11.215,11.407,11.52,11.839,5.061,5.18,5.414,5.526,10.348,10.353,10.435,10.609,50.0,50.0,30.0
IC01980,LOT20,SRAM,126.32,9.017,12.744,20.273,29.367,4.544,6.087,11.852,20.546,9.95,10.854,12.315,16.323,50.0,50.0,30.0
IC01786,LOT06,MICROCONTROLLER,125.33,9.092,9.274,9.32,9.507,4.362,4.525,4.752,5.03,9.704,9.711,9.825,9.959,50.0,50.0,30.0
IC01846,LOT06,MIXED_SIGNAL_IC,125.06,9.49,9.815,9.818,10.192,4.177,4.284,4.505,4.766,9.38,9.42,9.531,9.645,50.0,50.0,30.0
IC01068,LOT08,MICROCONTROLLER,127.16,9.989,10.291,10.678,11.102,6.093,6.294,6.471,6.829,10.059,10.146,10.234,10.346,50.0,50.0,30.0
IC00571,LOT11,MICROCONTROLLER,124.09,9.801,10.137,10.293,10.464,4.459,4.53,4.759,5.008,9.252,9.299,9.397,9.452,50.0,50.0,30.0
IC00096,LOT16,SRAM,122.27,9.295,9.7,10.042,10.338,4.978,5.118,5.29,5.539,9.286,9.37,9.418,9.524,50.0,50.0,30.0
IC01192,LOT12,MIXED_SIGNAL_IC,126.81,11.123,11.376,11.714,12.089,5.504,5.681,5.801,6.117,10.563,10.61,10.714,10.773,50.0,50.0,30.0
IC01121,LOT01,MIXED_SIGNAL_IC,125.18,9.702,9.93,10.099,10.437,5.131,5.438,5.696,5.857,9.683,9.708,9.778,9.835,50.0,50.0,30.0
IC00523,LOT03,SRAM,122.32,10.157,10.645,10.81,11.075,5.454,5.627,5.869,6.177,10.307,10.321,10.367,10.449,50.0,50.0,30.0
IC00764,LOT04,SRAM,123.58,10.411,14.13,19.536,29.271,4.778,6.585,12.425,18.507,10.587,11.649,13.569,16.041,50.0,50.0,30.0
IC00040,LOT20,SRAM,124.87,9.134,9.362,9.703,10.136,4.795,4.991,5.14,5.585,9.523,9.502,9.541,9.649,50.0,50.0,30.0
IC00137,LOT17,MIXED_SIGNAL_IC,123.28,9.861,10.182,10.583,10.918,4.542,4.621,4.784,5.08,9.871,9.95,10.064,10.112,50.0,50.0,30.0
IC00134,LOT14,MICROCONTROLLER,123.07,9.283,9.515,9.74,9.838,5.043,5.145,5.412,5.792,9.929,9.929,9.985,10.084,50.0,50.0,30.0
IC01217,LOT17,MIXED_SIGNAL_IC,121.35,10.066,12.705,20.857,29.38,4.514,6.639,10.895,18.654,9.752,10.448,13.424,17.688,50.0,50.0,30.0
IC01623,LOT03,MIXED_SIGNAL_IC,123.94,11.086,11.535,11.672,11.99,5.312,5.444,5.654,5.848,10.456,10.441,10.553,10.774,50.0,50.0,30.0
IC00467,LOT07,MICROCONTROLLER,122.77,9.203,11.271,16.835,27.879,4.372,5.641,9.431,14.557,9.355,10.361,13.019,17.011,50.0,50.0,30.0
IC01972,LOT12,MIXED_SIGNAL_IC,126.12,11.229,11.6,11.834,12.125,5.38,5.583,5.765,5.992,10.153,10.153,10.212,10.324,50.0,50.0,30.0
IC00340,LOT20,MIXED_SIGNAL_IC,127.22,9.517,9.971,10.141,10.528,4.948,5.022,5.268,5.572,9.241,9.306,9.346,9.459,50.0,50.0,30.0
IC01526,LOT06,MIXED_SIGNAL_IC,124.17,9.923,10.141,10.417,10.773,4.778,4.905,5.246,5.571,9.143,9.11,9.185,9.233,50.0,50.0,30.0
IC01501,LOT01,MIXED_SIGNAL_IC,128.74,9.569,9.818,10.087,10.238,4.329,4.56,4.632,4.736,9.711,9.763,9.792,9.902,50.0,50.0,30.0
IC00617,LOT17,MICROCONTROLLER,124.43,10.244,10.442,10.772,11.343,4.763,4.881,5.232,5.481,9.319,9.358,9.402,9.492,50.0,50.0,30.0
IC01199,LOT19,MICROCONTROLLER,126.32,9.659,9.994,10.319,10.735,4.818,4.978,5.098,5.284,9.236,9.31,9.448,9.491,50.0,50.0,30.0
IC00573,LOT13,MIXED_SIGNAL_IC,123.26,11.376,11.672,11.794,12.228,5.191,5.367,5.535,5.8,10.111,10.117,10.157,10.225,50.0,50.0,30.0
IC00585,LOT05,SRAM,126.58,9.199,9.479,10.114,10.317,4.378,4.49,4.627,4.863,9.931,10.044,10.164,10.189,50.0,50.0,30.0
IC00147,LOT07,MIXED_SIGNAL_IC,124.73,8.97,12.83,21.207,32.586,4.721,5.929,9.819,19.197,9.308,9.936,11.637,13.961,50.0,50.0,30.0
IC01700,LOT20,MICROCONTROLLER,128.76,9.211,9.448,9.766,10.227,5.31,5.392,5.556,5.874,9.752,9.814,9.938,10.063,50.0,50.0,30.0
IC00364,LOT04,MICROCONTROLLER,127.2,10.286,10.865,11.113,11.474,4.85,5.005,5.155,5.259,10.59,10.612,10.636,10.821,50.0,50.0,30.0
IC00176,LOT16,MICROCONTROLLER,123.79,10.178,10.421,10.458,10.675,4.851,5.001,5.257,5.505,9.508,9.568,9.633,9.821,50.0,50.0,30.0
IC01231,LOT11,SRAM,125.49,9.509,9.748,10.036,10.147,4.609,4.766,5.017,5.238,9.067,9.055,9.114,9.208,50.0,50.0,30.0
IC00709,LOT09,MICROCONTROLLER,125.39,9.89,10.183,10.243,10.449,5.606,5.744,5.938,6.376,10.324,10.366,10.375,10.509,50.0,50.0,30.0
IC01404,LOT04,CMOS_LOGIC,125.96,10.212,10.696,10.815,11.124,5.076,5.245,5.413,5.683,9.51,9.529,9.694,9.781,50.0,50.0,30.0
IC00643,LOT03,SRAM,125.24,9.986,10.203,10.468,10.638,5.095,5.234,5.376,5.577,10.21,10.274,10.38,10.465,50.0,50.0,30.0
IC00268,LOT08,MICROCONTROLLER,123.01,10.416,10.891,11.237,11.525,4.927,5.05,5.21,5.547,9.954,10.08,10.136,10.293,50.0,50.0,30.0
IC00141,LOT01,MIXED_SIGNAL_IC,129.48,10.181,10.507,10.964,11.249,4.856,4.984,5.141,5.406,10.329,10.398,10.497,10.614,50.0,50.0,30.0
IC01638,LOT18,MICROCONTROLLER,125.36,10.002,10.307,10.738,11.03,5.198,5.361,5.575,5.91,9.575,9.633,9.812,9.923,50.0,50.0,30.0
IC01860,LOT20,MICROCONTROLLER,126.9,9.263,9.506,9.732,9.876,4.761,4.849,5.033,5.312,8.93,8.945,9.036,9.143,50.0,50.0,30.0
IC01896,LOT16,MICROCONTROLLER,125.74,9.773,10.239,10.541,10.786,4.753,4.883,4.997,5.242,8.879,8.957,9.106,9.202,50.0,50.0,30.0
IC01538,LOT18,MIXED_SIGNAL_IC,128.63,10.354,10.674,10.862,11.039,5.221,5.351,5.6,5.853,9.945,10.053,10.163,10.296,50.0,50.0,30.0
IC00758,LOT18,MIXED_SIGNAL_IC,126.0,10.259,10.58,10.866,11.211,5.389,5.523,5.812,5.911,9.84,9.873,9.971,10.094,50.0,50.0,30.0
IC01882,LOT02,MICROCONTROLLER,126.89,11.286,11.315,11.503,11.714,5.452,5.587,5.715,5.836,11.284,11.361,11.417,11.545,50.0,50.0,30.0
IC00317,LOT17,CMOS_LOGIC,122.87,10.081,10.432,10.596,11.028,5.111,5.26,5.461,5.849,9.197,9.204,9.293,9.384,50.0,50.0,30.0
IC00320,LOT20,CMOS_LOGIC,127.19,9.798,13.034,21.16,32.677,4.97,7.221,10.418,19.156,9.861,10.956,12.672,16.273,50.0,50.0,30.0
IC00126,LOT06,SRAM,127.95,9.41,9.903,10.311,10.808,4.748,4.942,5.147,5.269,9.88,9.92,9.966,10.175,50.0,50.0,30.0
IC01507,LOT07,SRAM,122.68,8.767,9.154,9.375,9.812,4.722,4.952,5.183,5.403,9.057,9.069,9.188,9.284,50.0,50.0,30.0
IC01532,LOT12,SRAM,125.07,10.704,10.862,11.333,59.926,5.194,5.443,5.721,69.511,10.39,10.437,10.629,37.401,50.0,50.0,30.0
IC01102,LOT02,SRAM,126.47,11.037,14.541,20.164,28.985,5.807,6.914,11.033,18.401,10.949,12.148,14.124,17.939,50.0,50.0,30.0
IC00522,LOT02,CMOS_LOGIC,124.31,11.503,11.8,12.049,12.236,5.258,5.342,5.63,5.967,10.661,10.754,10.831,11.026,50.0,50.0,30.0
IC00665,LOT05,MICROCONTROLLER,123.07,10.21,10.548,10.8,11.173,4.539,4.673,4.895,5.041,9.577,9.605,9.727,9.878,50.0,50.0,30.0
IC01640,LOT20,MIXED_SIGNAL_IC,127.33,10.022,12.45,17.791,30.273,4.839,7.309,13.65,22.91,9.452,10.545,12.935,17.0,50.0,50.0,30.0
IC01076,LOT16,SRAM,125.07,9.555,9.673,9.767,9.857,4.929,5.062,5.278,5.424,8.75,8.791,8.88,9.015,50.0,50.0,30.0
IC01034,LOT14,MIXED_SIGNAL_IC,122.13,9.994,10.274,10.572,10.986,4.493,4.615,4.908,5.233,9.263,9.334,9.42,9.536,50.0,50.0,30.0
IC01336,LOT16,CMOS_LOGIC,125.28,9.805,10.054,10.207,10.498,4.572,4.71,4.857,5.045,9.508,9.59,9.687,9.835,50.0,50.0,30.0
IC01565,LOT05,CMOS_LOGIC,123.08,9.172,9.532,9.816,10.136,4.596,4.839,5.156,5.51,8.823,8.864,8.932,8.981,50.0,50.0,30.0
IC00752,LOT12,MIXED_SIGNAL_IC,123.87,10.248,10.623,10.925,11.118,5.287,5.342,5.615,5.829,11.1,11.146,11.218,11.352,50.0,50.0,30.0
IC00871,LOT11,CMOS_LOGIC,123.23,9.158,9.467,9.816,10.002,4.687,4.919,5.166,5.526,8.524,8.519,8.592,8.738,50.0,50.0,30.0
IC00489,LOT09,CMOS_LOGIC,127.38,10.153,10.528,10.836,11.013,5.349,5.503,5.596,5.805,10.251,10.303,10.383,10.418,50.0,50.0,30.0
IC00815,LOT15,MICROCONTROLLER,125.07,9.6,9.941,10.339,54.71,4.859,4.97,5.333,57.968,9.407,9.438,9.667,44.577,50.0,50.0,30.0
IC00194,LOT14,CMOS_LOGIC,123.5,8.968,9.486,9.851,10.208,4.83,5.011,5.304,5.622,9.351,9.421,9.461,9.714,50.0,50.0,30.0
IC00457,LOT17,CMOS_LOGIC,127.23,9.655,9.996,10.066,10.318,4.728,4.829,5.017,5.331,9.319,9.35,9.442,9.579,50.0,50.0,30.0
IC01465,LOT05,MIXED_SIGNAL_IC,123.84,8.786,9.016,9.339,9.749,4.927,4.965,5.129,5.204,9.751,9.826,9.924,9.991,50.0,50.0,30.0
IC01807,LOT07,MIXED_SIGNAL_IC,125.89,9.647,9.861,10.001,10.283,4.69,4.836,5.046,5.219,10.054,10.183,10.249,10.301,50.0,50.0,30.0
IC01164,LOT04,MIXED_SIGNAL_IC,125.8,10.122,10.528,10.813,11.002,4.725,4.773,4.988,5.264,9.902,10.013,9.993,10.099,50.0,50.0,30.0
IC01969,LOT09,MIXED_SIGNAL_IC,127.15,10.233,10.57,10.776,11.075,5.367,5.483,5.673,5.947,9.983,10.061,10.134,10.307,50.0,50.0,30.0
IC01616,LOT16,CMOS_LOGIC,125.48,9.431,9.739,9.899,64.341,4.514,4.483,4.645,68.923,9.812,9.846,10.016,40.274,50.0,50.0,30.0
IC00232,LOT12,MIXED_SIGNAL_IC,125.96,10.273,10.596,10.967,11.116,5.912,6.073,6.339,6.59,10.309,10.474,10.487,10.64,50.0,50.0,30.0
IC01252,LOT12,MIXED_SIGNAL_IC,123.51,10.436,10.689,10.972,11.405,5.689,5.867,6.194,6.531,10.786,10.857,10.896,10.987,50.0,50.0,30.0
IC01513,LOT13,MIXED_SIGNAL_IC,126.49,9.677,10.045,10.279,10.7,5.291,5.527,5.803,5.998,10.555,10.685,10.721,10.859,50.0,50.0,30.0
IC00102,LOT02,CMOS_LOGIC,122.32,11.042,11.312,11.755,12.114,5.259,5.453,5.699,6.043,10.711,10.768,10.796,10.916,50.0,50.0,30.0
IC01062,LOT02,SRAM,127.13,10.623,10.801,11.261,11.413,5.392,5.6,5.766,5.943,11.31,11.413,11.496,11.598,50.0,50.0,30.0
IC00483,LOT03,MIXED_SIGNAL_IC,123.86,10.237,10.374,10.514,10.912,5.167,5.245,5.477,5.721,10.381,10.472,10.578,10.655,50.0,50.0,30.0
IC00158,LOT18,MICROCONTROLLER,125.94,10.007,10.249,10.404,10.744,4.819,4.923,5.014,5.156,10.07,10.056,10.146,10.254,50.0,50.0,30.0
IC01884,LOT04,MIXED_SIGNAL_IC,127.38,10.076,10.525,10.744,11.27,5.115,5.254,5.512,5.916,10.487,10.543,10.568,10.673,50.0,50.0,30.0
IC01989,LOT09,MIXED_SIGNAL_IC,126.19,10.55,10.907,10.929,11.386,5.26,5.458,5.637,5.84,10.59,10.645,10.677,10.824,50.0,50.0,30.0
IC01504,LOT04,CMOS_LOGIC,124.33,9.683,10.111,10.928,69.429,5.679,5.976,6.127,67.283,10.614,10.787,11.121,42.486,50.0,50.0,30.0
IC01222,LOT02,SRAM,124.39,10.317,10.671,10.809,11.093,4.929,5.174,5.4,5.609,10.025,10.028,10.126,10.219,50.0,50.0,30.0
IC01166,LOT06,MICROCONTROLLER,118.34,9.444,9.681,9.924,10.125,4.695,4.803,5.022,5.353,8.54,8.552,8.609,8.672,50.0,50.0,30.0
IC01689,LOT09,SRAM,124.46,10.716,10.927,11.37,11.646,4.885,5.061,5.294,5.616,10.084,10.116,10.227,10.392,50.0,50.0,30.0
IC00786,LOT06,MIXED_SIGNAL_IC,124.09,9.511,9.877,9.932,10.324,4.394,4.599,4.808,5.186,9.846,9.905,9.928,10.046,50.0,50.0,30.0
IC01590,LOT10,MIXED_SIGNAL_IC,126.21,11.415,11.631,11.778,11.825,4.918,5.076,5.189,5.426,10.334,10.364,10.436,10.528,50.0,50.0,30.0
IC01466,LOT06,MIXED_SIGNAL_IC,125.56,9.84,10.231,10.779,64.791,4.703,4.889,5.252,50.532,9.168,9.241,9.466,35.819,50.0,50.0,30.0
